IUCN,IUCN Category,SPEC,Species,COU,Country,Unit Code,Unit,Reference Period Code,Reference Period,Value,Flag Codes,Flags
CRITICAL,Number of critically endangered species,VASCULAR_PLANT,Vascular plants,GRC,Greece,NBR,Number,,,17.0,,
VULNERABLE,Number of vulnerable species,VASCULAR_PLANT,Vascular plants,GRC,Greece,NBR,Number,,,174.0,,
THREATENED,Total number of threatened species,VASCULAR_PLANT,Vascular plants,GRC,Greece,NBR,Number,,,255.0,,
TOT_KNOWN,Total number of known species,VASCULAR_PLANT,Vascular plants,HUN,Hungary,NBR,Number,,,2721.0,,
TOT_KNOWN_IND,Total number of indigenous known species,VASCULAR_PLANT,Vascular plants,HUN,Hungary,NBR,Number,,,2433.0,,
ENDANGERED,Number of endangered species,VASCULAR_PLANT,Vascular plants,HUN,Hungary,NBR,Number,,,162.0,,
VULNERABLE,Number of vulnerable species,VASCULAR_PLANT,Vascular plants,HUN,Hungary,NBR,Number,,,105.0,,
THREATENED,Total number of threatened species,VASCULAR_PLANT,Vascular plants,HUN,Hungary,NBR,Number,,,382.0,,
ENDANGERED_IND,Number of endangered indigenous species,VASCULAR_PLANT,Vascular plants,HUN,Hungary,NBR,Number,,,162.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,VASCULAR_PLANT,Vascular plants,HUN,Hungary,NBR,Number,,,105.0,,
TOT_KNOWN,Total number of known species,VASCULAR_PLANT,Vascular plants,ISL,Iceland,NBR,Number,,,438.0,,
THREATENED,Total number of threatened species,VASCULAR_PLANT,Vascular plants,ISL,Iceland,NBR,Number,,,52.0,,
TOT_KNOWN,Total number of known species,VASCULAR_PLANT,Vascular plants,IRL,Ireland,NBR,Number,,,1050.0,,
TOT_KNOWN_IND,Total number of indigenous known species,VASCULAR_PLANT,Vascular plants,IRL,Ireland,NBR,Number,,,1050.0,,
ENDANGERED,Number of endangered species,VASCULAR_PLANT,Vascular plants,IRL,Ireland,NBR,Number,,,25.0,,
CRITICAL,Number of critically endangered species,VASCULAR_PLANT,Vascular plants,IRL,Ireland,NBR,Number,,,20.0,,
VULNERABLE,Number of vulnerable species,VASCULAR_PLANT,Vascular plants,IRL,Ireland,NBR,Number,,,56.0,,
THREATENED,Total number of threatened species,VASCULAR_PLANT,Vascular plants,IRL,Ireland,NBR,Number,,,101.0,,
ENDANGERED_IND,Number of endangered indigenous species,VASCULAR_PLANT,Vascular plants,IRL,Ireland,NBR,Number,,,25.0,,
CRITICAL_IND,Number of critically endangered indigenous species,VASCULAR_PLANT,Vascular plants,IRL,Ireland,NBR,Number,,,20.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,VASCULAR_PLANT,Vascular plants,IRL,Ireland,NBR,Number,,,56.0,,
TOT_KNOWN,Total number of known species,VASCULAR_PLANT,Vascular plants,ITA,Italy,NBR,Number,,,8195.0,,
ENDANGERED,Number of endangered species,VASCULAR_PLANT,Vascular plants,ITA,Italy,NBR,Number,,,269.0,,
CRITICAL,Number of critically endangered species,VASCULAR_PLANT,Vascular plants,ITA,Italy,NBR,Number,,,193.0,,
VULNERABLE,Number of vulnerable species,VASCULAR_PLANT,Vascular plants,ITA,Italy,NBR,Number,,,169.0,,
THREATENED,Total number of threatened species,VASCULAR_PLANT,Vascular plants,ITA,Italy,NBR,Number,,,631.0,,
TOT_KNOWN,Total number of known species,VASCULAR_PLANT,Vascular plants,JPN,Japan,NBR,Number,,,7000.0,,
ENDANGERED,Number of endangered species,VASCULAR_PLANT,Vascular plants,JPN,Japan,NBR,Number,,,529.0,,
CRITICAL,Number of critically endangered species,VASCULAR_PLANT,Vascular plants,JPN,Japan,NBR,Number,,,520.0,,
VULNERABLE,Number of vulnerable species,VASCULAR_PLANT,Vascular plants,JPN,Japan,NBR,Number,,,741.0,,
THREATENED,Total number of threatened species,VASCULAR_PLANT,Vascular plants,JPN,Japan,NBR,Number,,,1790.0,,
TOT_KNOWN,Total number of known species,VASCULAR_PLANT,Vascular plants,KOR,Korea,NBR,Number,,,4552.0,,
TOT_KNOWN_IND,Total number of indigenous known species,VASCULAR_PLANT,Vascular plants,KOR,Korea,NBR,Number,,,457.0,,
ENDANGERED,Number of endangered species,VASCULAR_PLANT,Vascular plants,KOR,Korea,NBR,Number,,,86.0,,
CRITICAL,Number of critically endangered species,VASCULAR_PLANT,Vascular plants,KOR,Korea,NBR,Number,,,28.0,,
VULNERABLE,Number of vulnerable species,VASCULAR_PLANT,Vascular plants,KOR,Korea,NBR,Number,,,110.0,,
THREATENED,Total number of threatened species,VASCULAR_PLANT,Vascular plants,KOR,Korea,NBR,Number,,,224.0,,
ENDANGERED_IND,Number of endangered indigenous species,VASCULAR_PLANT,Vascular plants,KOR,Korea,NBR,Number,,,20.0,,
CRITICAL_IND,Number of critically endangered indigenous species,VASCULAR_PLANT,Vascular plants,KOR,Korea,NBR,Number,,,9.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,VASCULAR_PLANT,Vascular plants,KOR,Korea,NBR,Number,,,15.0,,
TOT_KNOWN,Total number of known species,VASCULAR_PLANT,Vascular plants,LUX,Luxembourg,NBR,Number,,,1323.0,,
TOT_KNOWN_IND,Total number of indigenous known species,VASCULAR_PLANT,Vascular plants,LUX,Luxembourg,NBR,Number,,,1205.0,,
ENDANGERED,Number of endangered species,VASCULAR_PLANT,Vascular plants,LUX,Luxembourg,NBR,Number,,,124.0,,
CRITICAL,Number of critically endangered species,VASCULAR_PLANT,Vascular plants,LUX,Luxembourg,NBR,Number,,,121.0,,
VULNERABLE,Number of vulnerable species,VASCULAR_PLANT,Vascular plants,LUX,Luxembourg,NBR,Number,,,109.0,,
THREATENED,Total number of threatened species,VASCULAR_PLANT,Vascular plants,LUX,Luxembourg,NBR,Number,,,354.0,,
ENDANGERED_IND,Number of endangered indigenous species,VASCULAR_PLANT,Vascular plants,LUX,Luxembourg,NBR,Number,,,124.0,,
CRITICAL_IND,Number of critically endangered indigenous species,VASCULAR_PLANT,Vascular plants,LUX,Luxembourg,NBR,Number,,,121.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,VASCULAR_PLANT,Vascular plants,LUX,Luxembourg,NBR,Number,,,109.0,,
TOT_KNOWN,Total number of known species,VASCULAR_PLANT,Vascular plants,MEX,Mexico,NBR,Number,,,23296.0,,
TOT_KNOWN_IND,Total number of indigenous known species,VASCULAR_PLANT,Vascular plants,MEX,Mexico,NBR,Number,,,11551.0,,
ENDANGERED,Number of endangered species,VASCULAR_PLANT,Vascular plants,MEX,Mexico,NBR,Number,,,220.0,,
CRITICAL,Number of critically endangered species,VASCULAR_PLANT,Vascular plants,MEX,Mexico,NBR,Number,,,6.0,,
VULNERABLE,Number of vulnerable species,VASCULAR_PLANT,Vascular plants,MEX,Mexico,NBR,Number,,,350.0,,
THREATENED,Total number of threatened species,VASCULAR_PLANT,Vascular plants,MEX,Mexico,NBR,Number,,,576.0,,
ENDANGERED_IND,Number of endangered indigenous species,VASCULAR_PLANT,Vascular plants,MEX,Mexico,NBR,Number,,,130.0,,
CRITICAL_IND,Number of critically endangered indigenous species,VASCULAR_PLANT,Vascular plants,MEX,Mexico,NBR,Number,,,5.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,VASCULAR_PLANT,Vascular plants,MEX,Mexico,NBR,Number,,,214.0,,
TOT_KNOWN,Total number of known species,VASCULAR_PLANT,Vascular plants,NLD,Netherlands,NBR,Number,,,1395.0,,
ENDANGERED,Number of endangered species,VASCULAR_PLANT,Vascular plants,NLD,Netherlands,NBR,Number,,,117.0,,
CRITICAL,Number of critically endangered species,VASCULAR_PLANT,Vascular plants,NLD,Netherlands,NBR,Number,,,71.0,,
VULNERABLE,Number of vulnerable species,VASCULAR_PLANT,Vascular plants,NLD,Netherlands,NBR,Number,,,168.0,,
THREATENED,Total number of threatened species,VASCULAR_PLANT,Vascular plants,NLD,Netherlands,NBR,Number,,,356.0,,
TOT_KNOWN,Total number of known species,VASCULAR_PLANT,Vascular plants,NZL,New Zealand,NBR,Number,,,5038.0,,
TOT_KNOWN_IND,Total number of indigenous known species,VASCULAR_PLANT,Vascular plants,NZL,New Zealand,NBR,Number,,,2485.0,,
ENDANGERED_IND,Number of endangered indigenous species,VASCULAR_PLANT,Vascular plants,NZL,New Zealand,NBR,Number,,,64.0,,
CRITICAL_IND,Number of critically endangered indigenous species,VASCULAR_PLANT,Vascular plants,NZL,New Zealand,NBR,Number,,,163.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,VASCULAR_PLANT,Vascular plants,NZL,New Zealand,NBR,Number,,,101.0,,
TOT_KNOWN,Total number of known species,VASCULAR_PLANT,Vascular plants,NOR,Norway,NBR,Number,,,3243.0,,
TOT_KNOWN_IND,Total number of indigenous known species,VASCULAR_PLANT,Vascular plants,NOR,Norway,NBR,Number,,,1357.0,,
ENDANGERED,Number of endangered species,VASCULAR_PLANT,Vascular plants,NOR,Norway,NBR,Number,,,100.0,,
CRITICAL,Number of critically endangered species,VASCULAR_PLANT,Vascular plants,NOR,Norway,NBR,Number,,,35.0,,
VULNERABLE,Number of vulnerable species,VASCULAR_PLANT,Vascular plants,NOR,Norway,NBR,Number,,,111.0,,
THREATENED,Total number of threatened species,VASCULAR_PLANT,Vascular plants,NOR,Norway,NBR,Number,,,246.0,,
ENDANGERED_IND,Number of endangered indigenous species,VASCULAR_PLANT,Vascular plants,NOR,Norway,NBR,Number,,,100.0,,
CRITICAL_IND,Number of critically endangered indigenous species,VASCULAR_PLANT,Vascular plants,NOR,Norway,NBR,Number,,,35.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,VASCULAR_PLANT,Vascular plants,NOR,Norway,NBR,Number,,,111.0,,
TOT_KNOWN,Total number of known species,VASCULAR_PLANT,Vascular plants,POL,Poland,NBR,Number,,,3139.0,,
TOT_KNOWN_IND,Total number of indigenous known species,VASCULAR_PLANT,Vascular plants,POL,Poland,NBR,Number,,,2580.0,,
ENDANGERED,Number of endangered species,VASCULAR_PLANT,Vascular plants,POL,Poland,NBR,Number,,,154.0,,
CRITICAL,Number of critically endangered species,VASCULAR_PLANT,Vascular plants,POL,Poland,NBR,Number,,,127.0,,
VULNERABLE,Number of vulnerable species,VASCULAR_PLANT,Vascular plants,POL,Poland,NBR,Number,,,208.0,,
THREATENED,Total number of threatened species,VASCULAR_PLANT,Vascular plants,POL,Poland,NBR,Number,,,489.0,,
ENDANGERED_IND,Number of endangered indigenous species,VASCULAR_PLANT,Vascular plants,POL,Poland,NBR,Number,,,140.0,,
CRITICAL_IND,Number of critically endangered indigenous species,VASCULAR_PLANT,Vascular plants,POL,Poland,NBR,Number,,,117.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,VASCULAR_PLANT,Vascular plants,POL,Poland,NBR,Number,,,194.0,,
TOT_KNOWN,Total number of known species,VASCULAR_PLANT,Vascular plants,PRT,Portugal,NBR,Number,,,3607.0,,
TOT_KNOWN_IND,Total number of indigenous known species,VASCULAR_PLANT,Vascular plants,PRT,Portugal,NBR,Number,,,2927.0,,
TOT_KNOWN,Total number of known species,VASCULAR_PLANT,Vascular plants,SVK,Slovak Republic,NBR,Number,,,3619.0,,
ENDANGERED,Number of endangered species,VASCULAR_PLANT,Vascular plants,SVK,Slovak Republic,NBR,Number,,,171.0,,
CRITICAL,Number of critically endangered species,VASCULAR_PLANT,Vascular plants,SVK,Slovak Republic,NBR,Number,,,155.0,,
VULNERABLE,Number of vulnerable species,VASCULAR_PLANT,Vascular plants,SVK,Slovak Republic,NBR,Number,,,201.0,,
THREATENED,Total number of threatened species,VASCULAR_PLANT,Vascular plants,SVK,Slovak Republic,NBR,Number,,,527.0,,
TOT_KNOWN,Total number of known species,VASCULAR_PLANT,Vascular plants,ESP,Spain,NBR,Number,,,7603.0,,
ENDANGERED,Number of endangered species,VASCULAR_PLANT,Vascular plants,ESP,Spain,NBR,Number,,,202.0,,
CRITICAL,Number of critically endangered species,VASCULAR_PLANT,Vascular plants,ESP,Spain,NBR,Number,,,240.0,,
VULNERABLE,Number of vulnerable species,VASCULAR_PLANT,Vascular plants,ESP,Spain,NBR,Number,,,439.0,,
THREATENED,Total number of threatened species,VASCULAR_PLANT,Vascular plants,ESP,Spain,NBR,Number,,,881.0,,
ENDANGERED_IND,Number of endangered indigenous species,VASCULAR_PLANT,Vascular plants,ESP,Spain,NBR,Number,,,202.0,,
CRITICAL_IND,Number of critically endangered indigenous species,VASCULAR_PLANT,Vascular plants,ESP,Spain,NBR,Number,,,240.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,VASCULAR_PLANT,Vascular plants,ESP,Spain,NBR,Number,,,439.0,,
TOT_KNOWN,Total number of known species,VASCULAR_PLANT,Vascular plants,SWE,Sweden,NBR,Number,,,1561.0,,
TOT_KNOWN_IND,Total number of indigenous known species,VASCULAR_PLANT,Vascular plants,SWE,Sweden,NBR,Number,,,1561.0,,
ENDANGERED,Number of endangered species,VASCULAR_PLANT,Vascular plants,SWE,Sweden,NBR,Number,,,114.0,,
CRITICAL,Number of critically endangered species,VASCULAR_PLANT,Vascular plants,SWE,Sweden,NBR,Number,,,43.0,,
VULNERABLE,Number of vulnerable species,VASCULAR_PLANT,Vascular plants,SWE,Sweden,NBR,Number,,,113.0,,
THREATENED,Total number of threatened species,VASCULAR_PLANT,Vascular plants,SWE,Sweden,NBR,Number,,,270.0,,
TOT_KNOWN,Total number of known species,VASCULAR_PLANT,Vascular plants,CHE,Switzerland,NBR,Number,,,2613.0,,
TOT_KNOWN_IND,Total number of indigenous known species,VASCULAR_PLANT,Vascular plants,CHE,Switzerland,NBR,Number,,,2613.0,,
ENDANGERED,Number of endangered species,VASCULAR_PLANT,Vascular plants,CHE,Switzerland,NBR,Number,,,197.0,,
CRITICAL,Number of critically endangered species,VASCULAR_PLANT,Vascular plants,CHE,Switzerland,NBR,Number,,,111.0,,
VULNERABLE,Number of vulnerable species,VASCULAR_PLANT,Vascular plants,CHE,Switzerland,NBR,Number,,,362.0,,
THREATENED,Total number of threatened species,VASCULAR_PLANT,Vascular plants,CHE,Switzerland,NBR,Number,,,670.0,,
ENDANGERED_IND,Number of endangered indigenous species,VASCULAR_PLANT,Vascular plants,CHE,Switzerland,NBR,Number,,,197.0,,
CRITICAL_IND,Number of critically endangered indigenous species,VASCULAR_PLANT,Vascular plants,CHE,Switzerland,NBR,Number,,,111.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,VASCULAR_PLANT,Vascular plants,CHE,Switzerland,NBR,Number,,,362.0,,
TOT_KNOWN,Total number of known species,VASCULAR_PLANT,Vascular plants,TUR,Turkey,NBR,Number,,,12145.0,,
THREATENED,Total number of threatened species,VASCULAR_PLANT,Vascular plants,TUR,Turkey,NBR,Number,,,1282.0,,
TOT_KNOWN,Total number of known species,VASCULAR_PLANT,Vascular plants,GBR,United Kingdom,NBR,Number,,,4562.0,,
TOT_KNOWN_IND,Total number of indigenous known species,VASCULAR_PLANT,Vascular plants,GBR,United Kingdom,NBR,Number,,,1932.0,,
ENDANGERED,Number of endangered species,VASCULAR_PLANT,Vascular plants,GBR,United Kingdom,NBR,Number,,,110.0,,
CRITICAL,Number of critically endangered species,VASCULAR_PLANT,Vascular plants,GBR,United Kingdom,NBR,Number,,,42.0,,
VULNERABLE,Number of vulnerable species,VASCULAR_PLANT,Vascular plants,GBR,United Kingdom,NBR,Number,,,214.0,,
THREATENED,Total number of threatened species,VASCULAR_PLANT,Vascular plants,GBR,United Kingdom,NBR,Number,,,366.0,,
ENDANGERED_IND,Number of endangered indigenous species,VASCULAR_PLANT,Vascular plants,GBR,United Kingdom,NBR,Number,,,110.0,,
CRITICAL_IND,Number of critically endangered indigenous species,VASCULAR_PLANT,Vascular plants,GBR,United Kingdom,NBR,Number,,,42.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,VASCULAR_PLANT,Vascular plants,GBR,United Kingdom,NBR,Number,,,214.0,,
TOT_KNOWN,Total number of known species,VASCULAR_PLANT,Vascular plants,CHL,Chile,NBR,Number,,,6103.0,,
ENDANGERED,Number of endangered species,VASCULAR_PLANT,Vascular plants,CHL,Chile,NBR,Number,,,199.0,,
VULNERABLE,Number of vulnerable species,VASCULAR_PLANT,Vascular plants,CHL,Chile,NBR,Number,,,153.0,,
THREATENED,Total number of threatened species,VASCULAR_PLANT,Vascular plants,CHL,Chile,NBR,Number,,,426.0,,
ENDANGERED_IND,Number of endangered indigenous species,VASCULAR_PLANT,Vascular plants,CHL,Chile,NBR,Number,,,199.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,VASCULAR_PLANT,Vascular plants,CHL,Chile,NBR,Number,,,153.0,,
TOT_KNOWN,Total number of known species,VASCULAR_PLANT,Vascular plants,EST,Estonia,NBR,Number,,,2013.0,,
TOT_KNOWN_IND,Total number of indigenous known species,VASCULAR_PLANT,Vascular plants,EST,Estonia,NBR,Number,,,1308.0,,
ENDANGERED,Number of endangered species,VASCULAR_PLANT,Vascular plants,EST,Estonia,NBR,Number,,,67.0,,
CRITICAL,Number of critically endangered species,VASCULAR_PLANT,Vascular plants,EST,Estonia,NBR,Number,,,35.0,,
VULNERABLE,Number of vulnerable species,VASCULAR_PLANT,Vascular plants,EST,Estonia,NBR,Number,,,102.0,,
THREATENED,Total number of threatened species,VASCULAR_PLANT,Vascular plants,EST,Estonia,NBR,Number,,,204.0,,
ENDANGERED_IND,Number of endangered indigenous species,VASCULAR_PLANT,Vascular plants,EST,Estonia,NBR,Number,,,67.0,,
CRITICAL_IND,Number of critically endangered indigenous species,VASCULAR_PLANT,Vascular plants,EST,Estonia,NBR,Number,,,35.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,VASCULAR_PLANT,Vascular plants,EST,Estonia,NBR,Number,,,102.0,,
TOT_KNOWN_IND,Total number of indigenous known species,VASCULAR_PLANT,Vascular plants,ISR,Israel,NBR,Number,,,2288.0,,
ENDANGERED_IND,Number of endangered indigenous species,VASCULAR_PLANT,Vascular plants,ISR,Israel,NBR,Number,,,123.0,,
CRITICAL_IND,Number of critically endangered indigenous species,VASCULAR_PLANT,Vascular plants,ISR,Israel,NBR,Number,,,67.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,VASCULAR_PLANT,Vascular plants,ISR,Israel,NBR,Number,,,184.0,,
THREATENED,Total number of threatened species,VASCULAR_PLANT,Vascular plants,RUS,Russia,NBR,Number,,,63.0,,
TOT_KNOWN,Total number of known species,VASCULAR_PLANT,Vascular plants,SVN,Slovenia,NBR,Number,,,3452.0,,
TOT_KNOWN_IND,Total number of indigenous known species,VASCULAR_PLANT,Vascular plants,SVN,Slovenia,NBR,Number,,,3119.0,,
ENDANGERED,Number of endangered species,VASCULAR_PLANT,Vascular plants,SVN,Slovenia,NBR,Number,,,80.0,,
VULNERABLE,Number of vulnerable species,VASCULAR_PLANT,Vascular plants,SVN,Slovenia,NBR,Number,,,254.0,,
THREATENED,Total number of threatened species,VASCULAR_PLANT,Vascular plants,SVN,Slovenia,NBR,Number,,,334.0,,
ENDANGERED_IND,Number of endangered indigenous species,VASCULAR_PLANT,Vascular plants,SVN,Slovenia,NBR,Number,,,80.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,VASCULAR_PLANT,Vascular plants,SVN,Slovenia,NBR,Number,,,254.0,,
TOT_KNOWN,Total number of known species,FISH_TOT,Fish,AUS,Australia,NBR,Number,,,5305.0,,
TOT_KNOWN_IND,Total number of indigenous known species,FISH_TOT,Fish,AUS,Australia,NBR,Number,,,5257.0,,
ENDANGERED,Number of endangered species,FISH_TOT,Fish,AUS,Australia,NBR,Number,,,19.0,,
ENDANGERED,Number of endangered species,MARINE_F,Marine Fish,AUS,Australia,NBR,Number,,,2.0,,
ENDANGERED,Number of endangered species,FRESHW_F,Freshwater Fish,AUS,Australia,NBR,Number,,,17.0,,
CRITICAL,Number of critically endangered species,FISH_TOT,Fish,AUS,Australia,NBR,Number,,,7.0,,
CRITICAL,Number of critically endangered species,MARINE_F,Marine Fish,AUS,Australia,NBR,Number,,,4.0,,
CRITICAL,Number of critically endangered species,FRESHW_F,Freshwater Fish,AUS,Australia,NBR,Number,,,3.0,,
VULNERABLE,Number of vulnerable species,FISH_TOT,Fish,AUS,Australia,NBR,Number,,,24.0,,
VULNERABLE,Number of vulnerable species,MARINE_F,Marine Fish,AUS,Australia,NBR,Number,,,8.0,,
VULNERABLE,Number of vulnerable species,FRESHW_F,Freshwater Fish,AUS,Australia,NBR,Number,,,16.0,,
THREATENED,Total number of threatened species,FISH_TOT,Fish,AUS,Australia,NBR,Number,,,50.0,,
THREATENED,Total number of threatened species,MARINE_F,Marine Fish,AUS,Australia,NBR,Number,,,14.0,,
THREATENED,Total number of threatened species,FRESHW_F,Freshwater Fish,AUS,Australia,NBR,Number,,,36.0,,
TOT_KNOWN,Total number of known species,FISH_TOT,Fish,AUT,Austria,NBR,Number,,,84.0,,
TOT_KNOWN,Total number of known species,FRESHW_F,Freshwater Fish,AUT,Austria,NBR,Number,,,84.0,,
TOT_KNOWN_IND,Total number of indigenous known species,FISH_TOT,Fish,AUT,Austria,NBR,Number,,,84.0,,
TOT_KNOWN_IND,Total number of indigenous known species,FRESHW_F,Freshwater Fish,AUT,Austria,NBR,Number,,,84.0,,
ENDANGERED,Number of endangered species,FISH_TOT,Fish,AUT,Austria,NBR,Number,,,18.0,,
ENDANGERED,Number of endangered species,FRESHW_F,Freshwater Fish,AUT,Austria,NBR,Number,,,18.0,,
CRITICAL,Number of critically endangered species,FISH_TOT,Fish,AUT,Austria,NBR,Number,,,6.0,,
CRITICAL,Number of critically endangered species,FRESHW_F,Freshwater Fish,AUT,Austria,NBR,Number,,,6.0,,
VULNERABLE,Number of vulnerable species,FISH_TOT,Fish,AUT,Austria,NBR,Number,,,15.0,,
VULNERABLE,Number of vulnerable species,FRESHW_F,Freshwater Fish,AUT,Austria,NBR,Number,,,15.0,,
THREATENED,Total number of threatened species,FISH_TOT,Fish,AUT,Austria,NBR,Number,,,39.0,,
THREATENED,Total number of threatened species,FRESHW_F,Freshwater Fish,AUT,Austria,NBR,Number,,,39.0,,
ENDANGERED_IND,Number of endangered indigenous species,FISH_TOT,Fish,AUT,Austria,NBR,Number,,,18.0,,
ENDANGERED_IND,Number of endangered indigenous species,FRESHW_F,Freshwater Fish,AUT,Austria,NBR,Number,,,18.0,,
CRITICAL_IND,Number of critically endangered indigenous species,FISH_TOT,Fish,AUT,Austria,NBR,Number,,,6.0,,
CRITICAL_IND,Number of critically endangered indigenous species,FRESHW_F,Freshwater Fish,AUT,Austria,NBR,Number,,,6.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,FISH_TOT,Fish,AUT,Austria,NBR,Number,,,15.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,FRESHW_F,Freshwater Fish,AUT,Austria,NBR,Number,,,15.0,,
THREATENED_IND,Total number of indigenous threatened species,MAMMAL,Mammals,AUT,Austria,NBR,Number,,,27.0,,
THREATENED_IND,Total number of indigenous threatened species,BIRD,Birds,AUT,Austria,NBR,Number,,,66.0,,
THREATENED_IND,Total number of indigenous threatened species,REPTILE,Reptiles,AUT,Austria,NBR,Number,,,9.0,,
